AAMP	C8orf33
AAMP	GABARAPL2
AAMP	MAP1LC3B
AAMP	NELFCD
AAMP	PSEN2
AAMP	TK1
AAMP	UBC
AAMP	VPS52
AANAT	BHLHE40
AANAT	MDFI
AANAT	YWHAZ
AAR2	EAPP
AAR2	GJA5
AAR2	UBC
AARD	GRIPAP1
AARD	KIAA0753
AARD	KRT27
AARD	MAGEB4
AARD	STX1A
AARD	STX2
AARD	STX5
AARD	TFIP11
AARD	TSGA10
AARS	UBC
AARS	VCAM1
AARS2	MEGF10
AARS2	UBC
AARSD1	DYNLT1
AARSD1	UBC
AASDHPPT	EFHC2
AASDHPPT	FASN
AASDHPPT	MDFI
AASDHPPT	SIAH1
AASDHPPT	TANK
AASDHPPT	TRAF2
AASDHPPT	UBC
AASDHPPT	USP22
AASS	UBC
AATF	CPD
AATF	DAZAP2
AATF	EFNB3
AATF	LDOC1
AATF	LZTR1
AATF	MPHOSPH6
AATF	MPP6
AATF	NEDD4L
AATF	NGDN
AATF	PCBD2
AATF	RB1
AATF	SMAD3
AATF	SS18L1
AATF	SUMO2
AATF	UBC
AATF	ZNF468
ABAT	CRK
ABCA1	ARHGEF11
ABCA1	ARHGEF12
ABCA1	DLG2
ABCA1	DLG3
ABCA1	IKBKG
ABCA1	LIN7A
ABCA1	LIN7B
ABCA1	SNTA1
ABCA1	SNTB1
ABCA1	TGM2
ABCA1	UBC
ABCA2	CACNA1A
ABCA2	CDK5RAP2
ABCA2	UBC
ABCA3	UBC
ABCA5	CYP2E1
ABCA5	NR4A1
ABCB1	BCCIP
ABCB1	CD4
ABCB1	MAPKAP1
ABCB1	UBC
ABCB10	UBC
ABCB11	LY6D
ABCB11	NR4A1
ABCB11	UBC
ABCB4	PIGY
ABCB4	TESK1
ABCB6	PIK3R3
ABCB6	TSG101
ABCB6	UBC
ABCB7	UBC
ABCB8	NOA1
ABCB8	SAT1
ABCB8	SLC38A1
ABCB8	UBC
ABCC1	AZGP1
ABCC1	NPM1
ABCC1	TRAF3
ABCC1	UBC
ABCC10	HNRNPD
ABCC10	UBC
ABCC13	NR4A1
ABCC2	AZIN1
ABCC2	MCPH1
ABCC2	NFKB1
ABCC2	PDZK1
ABCC2	SHANK3
ABCC2	UBC
ABCC2	UBQLN1
ABCC3	UBC
ABCC4	UBC
ABCC5	AK2
ABCC5	RBP5
ABCC5	SERPINA3
ABCC5	SMC2
ABCC5	UBC
ABCC6	AK2
ABCC6	CRYL1
ABCC6	FURIN
ABCC6	NR4A1
ABCC8	KCNJ11
ABCC9	EEF1G
ABCC9	KCNJ8
ABCD1	PEX19
ABCD1	RPSA
ABCD1	UBC
ABCD2	PEX19
ABCD2	UBC
ABCD3	PEX19
ABCD3	PSMA1
ABCD3	TUFT1
ABCD3	UBC
ABCD4	DLEU1
ABCD4	PEA15
ABCD4	SARAF
ABCD4	UBC
ABCD4	XRCC6
ABCE1	UBC
ABCF1	EIF6
ABCF1	ITGB3BP
ABCF1	UBC
ABCF2	ANKRD28
ABCF2	HADHA
ABCF2	UBC
ABCF2	UPF2
ABCF3	ACIN1
ABCF3	CCDC33
ABCF3	CXXC1
ABCF3	DLEU1
ABCF3	DNALI1
ABCF3	FCHSD2
ABCF3	HIRIP3
ABCF3	LAMTOR1
ABCF3	MOCS2
ABCF3	NOA1
ABCF3	SLC35E1
ABCF3	SPP1
ABCF3	TBPL1
ABCF3	TOE1
ABCF3	TRIM27
ABCF3	UBC
ABCG1	UBC
ABCG2	UBC
ABCG4	ZDHHC17
ABCG5	ABCG8
ABCG5	NCK1
ABCG5	PIK3R1
ABCG8	AGPAT2
ABCG8	AKT2
ABCG8	ANG
ABCG8	LMNB1
ABCG8	MAL2
ABCG8	NR4A1
ABCG8	NUPR1
ABHD1	CCDC155
ABHD10	UBC
ABHD11	MDFI
ABHD11	UBC
ABHD11	VAC14
ABHD12	UBC
ABHD15	KRT34
ABHD15	MTUS2
ABHD15	SAT1
ABHD16A	ATP5G3
ABHD16A	CREB3
ABHD16A	DNAJC1
ABHD16A	DTX2
ABHD16A	FAM134C
ABHD16A	GPRC5C
ABHD16A	HM13
ABHD16A	HNRNPA1
ABHD16A	IFITM1
ABHD16A	MT-CO2
ABHD16A	MT-ND3
ABHD16A	MT-ND4
ABHD16A	MT-ND4L
ABHD16A	PILRB
ABHD16A	PTGS2
ABHD16A	RNF5
ABHD16A	SAFB
ABHD16A	SPAG7
ABHD16A	TMEM147
ABHD16A	TMEM222
ABHD16A	UBC
ABHD16A	UPF1
ABHD17A	BIRC2
ABHD17A	EHMT2
ABHD17A	GOLGA2
ABHD17A	GPC4
ABHD17A	HPGDS
ABHD17A	KRTAP5-9
ABHD17A	MDFI
ABHD17A	PLSCR4
ABHD17A	PNMA1
ABHD17A	RGS20
ABHD17A	TNIP1
ABHD17A	TRAF1
ABHD17A	TRIM27
ABHD17A	UBC
ABHD17AP3	UBC
ABHD17B	UBC
ABHD17C	UBC
ABHD2	UBC
ABHD3	UBC
ABHD4	CMTM5
ABHD4	CSNK2B
ABHD4	TK1
ABHD4	UBC
ABHD5	PLIN1
ABHD5	UBC
ABHD6	CKMT2
ABHD6	PCGF2
ABHD6	UBC
ABI1	ABL1
ABI1	C22orf15
ABI1	CACNA1A
ABI1	CCDC57
ABI1	CCHCR1
ABI1	DST
ABI1	DTNB
ABI1	ENAH
ABI1	ENKD1
ABI1	EPS8
ABI1	FAM124B
ABI1	FBXL19
ABI1	FHL2
ABI1	HHEX
ABI1	HNRNPK
ABI1	HOMER1
ABI1	KIAA0408
ABI1	KIAA1217
ABI1	KTN1
ABI1	LMO1
ABI1	MAB21L2
ABI1	MRFAP1
ABI1	MRFAP1L1
ABI1	NCK1
ABI1	NCKAP1
ABI1	NFASC
ABI1	NHSL2
ABI1	PRKAA2
ABI1	SORBS1
ABI1	SRP68
ABI1	SRRM1
ABI1	SYNE2
ABI1	TLN1
ABI1	TRIP10
ABI1	TTC23
ABI1	UBC
ABI1	VARS2
ABI1	VASP
ABI1	WASF2
ABI2	ABI3
ABI2	ABL1
ABI2	ABL2
ABI2	ABLIM3
ABI2	AES
ABI2	ARHGAP32
ABI2	ARMC7
ABI2	BAG4
ABI2	BIN3
ABI2	BLOC1S6
ABI2	C17orf59
ABI2	C1orf109
ABI2	CCDC102B
ABI2	CCDC36
ABI2	CCDC53
ABI2	CCDC57
ABI2	CCHCR1
ABI2	CENPH
ABI2	CEP170P1
ABI2	CEP44
ABI2	CRX
ABI2	DISC1
ABI2	DLGAP2
ABI2	DLGAP4
ABI2	DTNB
ABI2	EFS
ABI2	EGLN3
ABI2	EIF3H
ABI2	ENKD1
ABI2	EPS8L1
ABI2	FAM109A
ABI2	FAM161B
ABI2	FAM214B
ABI2	FAM90A1
ABI2	FBXL19
ABI2	FKBP1A
ABI2	GAS2L2
ABI2	GCC1
ABI2	GFAP
ABI2	GGN
ABI2	GPANK1
ABI2	HGS
ABI2	HHEX
ABI2	HNRNPK
ABI2	HOMER3
ABI2	HSF2BP
ABI2	IFT20
ABI2	INO80B
ABI2	KIAA1217
ABI2	KIFC3
ABI2	KRT13
ABI2	KRT15
ABI2	KRT19
ABI2	KRT20
ABI2	KRT27
ABI2	KRT33B
ABI2	KRT34
ABI2	KRT75
ABI2	KRTAP1-3
ABI2	LENG1
ABI2	LGALS9B
ABI2	LMO2
ABI2	LMO3
ABI2	LMO4
ABI2	LNX1
ABI2	LZTS2
ABI2	MAGEA1
ABI2	MEOX2
ABI2	MRFAP1L1
ABI2	MRPL44
ABI2	NCK2
ABI2	NFASC
ABI2	NUP62
ABI2	PAK2
ABI2	PCM1
ABI2	PDLIM7
ABI2	PHF1
ABI2	PIN1
ABI2	PLEKHG4
ABI2	PLEKHN1
ABI2	PPIF
ABI2	PRAM1
ABI2	PRKAA1
ABI2	PRKAA2
ABI2	PRR16
ABI2	PRR20A
ABI2	PWWP2B
ABI2	RABEP1
ABI2	RASD1
ABI2	RNPS1
ABI2	RPP25
ABI2	RSPH14
ABI2	SDCBP
ABI2	SH3BP1
ABI2	SMARCD1
ABI2	SNAP23
ABI2	SNX18
ABI2	SORBS3
ABI2	STAM2
ABI2	STX4
ABI2	TFIP11
ABI2	TRAF3IP1
ABI2	TRIM32
ABI2	TRIP6
ABI2	UBC
ABI2	UBQLN2
ABI2	USHBP1
ABI2	USP2
ABI2	VARS2
ABI2	VASP
ABI2	VCL
ABI2	WASF3
ABI2	WASL
ABI2	WIPF1
ABI3	ACTN3
ABI3	ARHGAP9
ABI3	ARMC7
ABI3	BFSP2
ABI3	CCDC36
ABI3	CEP170P1
ABI3	CEP44
ABI3	DTNB
ABI3	DTNBP1
ABI3	EIF3H
ABI3	EMILIN1
ABI3	EVL
ABI3	FAM124B
ABI3	FARSA
ABI3	FBF1
ABI3	GNG13
ABI3	GRB2
ABI3	HOMER1
ABI3	HOMER3
ABI3	KANK2
ABI3	KIAA0408
ABI3	KIFC3
ABI3	KLC3
ABI3	KLC4
ABI3	KRT13
ABI3	KRT15
ABI3	KRT31
ABI3	KRT35
ABI3	KRT38
ABI3	MAGEA12
ABI3	MRFAP1L1
ABI3	NCK2
ABI3	NUPL1
ABI3	PROP1
ABI3	PSMA1
ABI3	RUNX1T1
ABI3	SH3BP1
ABI3	SMARCD1
ABI3	SNAP23
ABI3	STX1A
ABI3	STX2
ABI3	SUFU
ABI3	TMEM147
ABI3	TRAF4
ABI3	TXN2
ABI3	VARS2
ABI3	VASP
ABI3	WAS
ABI3BP	CBX1
ABI3BP	FZD5
ABI3BP	GOT1
ABI3BP	GRB2
ABI3BP	MBNL1
ABL1	ABR
ABL1	ACAP1
ABL1	AHSG
ABL1	AIRE
ABL1	AKAP6
ABL1	APOL5
ABL1	AR
ABL1	ARHGEF11
ABL1	ASAP1
ABL1	ASB16
ABL1	ATM
ABL1	BAZ2A
ABL1	BCR
ABL1	BMP8B
ABL1	BRCA1
ABL1	BRCA2
ABL1	BRPF3
ABL1	BTK
ABL1	C6
ABL1	CAST
ABL1	CAV1
ABL1	CBL
ABL1	CCKBR
ABL1	CD2AP
ABL1	CDC27
ABL1	CDKL5
ABL1	CELSR3
ABL1	CENPA
ABL1	CHRD
ABL1	CKAP5
ABL1	CNTFR
ABL1	CNTNAP1
ABL1	CRK
ABL1	CRKL
ABL1	CSMD2
ABL1	CTAGE5
ABL1	CTNNB1
ABL1	CUL7
ABL1	CYP4F2
ABL1	DDX41
ABL1	DKKL1
ABL1	DLGAP1
ABL1	DLGAP2
ABL1	DLGAP3
ABL1	DLGAP4
ABL1	DLX4
ABL1	DNASE1L2
ABL1	DNM1
ABL1	DNM2
ABL1	DNM3
ABL1	DOCK3
ABL1	DOK1
ABL1	DOK2
ABL1	DUSP15
ABL1	EFNA5
ABL1	EFS
ABL1	EGFR
ABL1	EPB41L3
ABL1	EPS15
ABL1	ERBB2
ABL1	ERBB3
ABL1	ERBB4
ABL1	F2RL2
ABL1	FAM110A
ABL1	FAM127A
ABL1	FLNA
ABL1	FLNC
ABL1	FOXF2
ABL1	FYB
ABL1	FYN
ABL1	G3BP2
ABL1	GABBR1
ABL1	GAD1
ABL1	GNS
ABL1	GPR45
ABL1	GRB10
ABL1	GRB2
ABL1	GRIP2
ABL1	GSTZ1
ABL1	GSX2
ABL1	GTF2IRD1
ABL1	GTF3A
ABL1	HCK
ABL1	HCN2
ABL1	HCN4
ABL1	HEXA
ABL1	HNRNPR
ABL1	HOXC8
ABL1	HSP90AA1
ABL1	HSP90AB1
ABL1	HSPA4
ABL1	INPPL1
ABL1	JAK2
ABL1	JUN
ABL1	KIFC2
ABL1	KIT
ABL1	KMT2B
ABL1	KRT31
ABL1	LIG3
ABL1	LRBA
ABL1	LRP2
ABL1	LTBP2
ABL1	MAP4K1
ABL1	MAPT
ABL1	MED14
ABL1	MEPE
ABL1	MKI67
ABL1	MSH5
ABL1	NBEA
ABL1	NCK1
ABL1	NCKAP5
ABL1	NCKIPSD
ABL1	NEDD4
ABL1	NEDD4L
ABL1	NEDD9
ABL1	NEK8
ABL1	NELFB
ABL1	NFASC
ABL1	NFS1
ABL1	NKX2-1
ABL1	NOTCH3
ABL1	NPVF
ABL1	NTRK1
ABL1	NXPH3
ABL1	OGN
ABL1	ORC1
ABL1	OSBPL5
ABL1	P2RX7
ABL1	PARK2
ABL1	PAX3
ABL1	PCDHA7
ABL1	PDIA2
ABL1	PIK3R1
ABL1	PKD1
ABL1	PLCG1
ABL1	POLD1
ABL1	PPP3CA
ABL1	PRICKLE3
ABL1	PRX
ABL1	PTPN12
ABL1	PTPN18
ABL1	PTPN4
ABL1	PTPN6
ABL1	RAD51
ABL1	RAPGEF1
ABL1	RB1
ABL1	RGS20
ABL1	RIMS1
ABL1	RIN1
ABL1	RIN3
ABL1	RPP38
ABL1	RTN4
ABL1	SCARF2
ABL1	SEMA7A
ABL1	SEPN1
ABL1	SF3B4
ABL1	SFN
ABL1	SHANK3
ABL1	SHC1
ABL1	SLC22A3
ABL1	SLC24A1
ABL1	SNX12
ABL1	SNX17
ABL1	SNX3
ABL1	SNX8
ABL1	SORBS1
ABL1	SORBS2
ABL1	SOS2
ABL1	SP1
ABL1	SRC
ABL1	SUV39H2
ABL1	SYNJ2
ABL1	TGOLN2
ABL1	TMEM74B
ABL1	TMPO
ABL1	TP53
ABL1	TP73
ABL1	TRIM39
ABL1	TSKS
ABL1	TULP4
ABL1	UBC
ABL1	UHMK1
ABL1	VAV1
ABL1	VPREB1
ABL1	VPS13A
ABL1	WASF1
ABL1	WNK2
ABL1	YWHAB
ABL1	YWHAE
ABL1	YWHAG
ABL1	YWHAH
ABL1	YWHAZ
ABL2	AR
ABL2	C15orf48
ABL2	CRK
ABL2	EGFR
ABL2	ERBB2
ABL2	ERBB3
ABL2	ERBB4
ABL2	FBXO38
ABL2	FYN
ABL2	GRB2
ABL2	HCK
ABL2	KIT
ABL2	MAP3K10
ABL2	MET
ABL2	NCK1
ABL2	NEDD4
ABL2	NEDD4L
ABL2	OIP5
ABL2	PIK3R1
ABL2	PLCG1
ABL2	RIN1
ABL2	SRC
ABL2	TPD52L1
ABL2	TRIP10
ABLIM1	BEGAIN
ABLIM1	CALCOCO2
ABLIM1	CARD9
ABLIM1	GOLGA2
ABLIM1	HOOK2
ABLIM1	KRT15
ABLIM1	LDOC1
ABLIM1	SREBF2
ABLIM1	TANK
ABLIM1	TRAF2
ABLIM1	TSC22D4
ABLIM1	TTN
ABLIM1	UBC
ABLIM1	USHBP1
ABLIM1	VIM
ABLIM2	AHNAK2
ABLIM2	ATP6V0A1
ABLIM2	SREBF2
ABLIM2	TTN
ABLIM3	BANP
ABLIM3	CCDC33
ABLIM3	IKZF3
ABLIM3	SSX2IP
ABLIM3	TFIP11
ABO	GRAMD3
ABO	TMEM79
ABRA	TRAPPC2
ABT1	CCDC136
ABT1	CDCA7L
ABT1	CEP70
ABT1	EMD
ABT1	FAM9B
ABT1	LZTS2
ABT1	PICK1
ABT1	RNF151
ABT1	SYNE4
ABT1	TSPYL2
ABT1	UBC
ABTB1	CUL3
ABTB1	EEF1A2
ABTB1	EEF1D
ABTB1	SMAD2
ABTB1	SMAD9
ABTB2	CUL3
ABTB2	UBC
ACAA1	DDX39B
ACAA1	TXNDC11
ACAA1	UBC
ACAA2	LAMTOR5
ACAA2	UBC
ACACA	ATXN1
ACACA	BRCA1
ACACA	CHGB
ACACA	ILK
ACACA	MYC
ACACA	PRKAA1
ACACA	PRKAA2
ACACA	UBC
ACACB	PRKAA2
ACACB	UBC
ACAD11	CD2BP2
ACAD11	ESR2
ACAD8	TSG101
ACAD9	UBC
ACADL	TGM1
ACADM	ETFA
ACADM	ETFB
ACADM	UBC
ACADS	IRF7
ACADSB	UBC
ACADVL	GPHN
ACADVL	RPSA
ACADVL	UBC
ACAN	ADAMTS4
ACAN	MMP14
ACAN	MMP8
ACAP1	GRB2
ACAP1	IFFO1
ACAP1	NCK1
ACAP1	NEBL
ACAP1	SRC
ACAP1	TFRC
ACAP1	UBC
ACAP3	EIF6
ACAP3	ITGB3BP
ACAP3	SLC35G2
ACAP3	TAB1
ACAT1	AGXT
ACAT1	UBC
ACAT1	VCAM1
ACAT2	LNX1
ACAT2	TERF1
ACAT2	UBC
ACBD3	CUL3
ACBD3	SMURF2
ACBD3	UBC
ACBD5	UBC
ACBD6	NMT1
ACBD6	NMT2
ACBD6	UBC
ACCS	FBF1
ACCS	UQCRB
ACCS	VN1R4
ACD	ACTB
ACD	ADPRH
ACD	AFAP1L2
ACD	AIPL1
ACD	ANKMY2
ACD	ANXA8L2
ACD	APOBEC3F
ACD	BAG3
ACD	CKB
ACD	CTTN
ACD	DBN1
ACD	DBNL
ACD	DCX
ACD	DPYSL3
ACD	EIF3G
ACD	EIF4B
ACD	ENO2
ACD	ENSA
ACD	FAM131B
ACD	FKBP6
ACD	GAPDH
ACD	HSP90AB1
ACD	IPO5
ACD	IVL
ACD	LASP1
ACD	LDHA
ACD	LGALSL
ACD	LLGL1
ACD	LRRC25
ACD	NCDN
ACD	NUDC
ACD	NUDCD2
ACD	PAGE2
ACD	PDLIM2
ACD	PEX5
ACD	PFKP
ACD	PGM2
ACD	POT1
ACD	POT1A
ACD	RBKS
ACD	RECQL4
ACD	RGS3
ACD	RPSA
ACD	SBDS
ACD	STIP1
ACD	STUB1
ACD	SULT1C2
ACD	TAGLN
ACD	TBC1D10A
ACD	TBCD
ACD	TERF2
ACD	TINF2
ACD	TOMM34
ACD	TRIM15
ACD	TRIM16
ACD	TUBB2A
ACD	TUBB4B
ACD	USP7
ACD	XRCC6
ACD	YWHAE
ACD	ZFP36L1
ACD	ZNF790
ACE	AGT
ACE	BDKRB2
ACE	UBC
ACE2	AGT
ACHE	APP
ACHE	COLQ
ACIN1	AKR1C3
ACIN1	BTBD10
ACIN1	KLHL26
ACIN1	PAFAH1B2
ACIN1	RNPS1
ACIN1	SAP18
ACIN1	SRPK2
ACIN1	SUMO1
ACIN1	SUMO2
ACIN1	UBC
ACIN1	YWHAB
ACIN1	YWHAG
ACKR1	CCL2
ACKR1	CCL5
ACKR1	CXCL1
ACKR1	CXCL8
ACKR2	CCL2
ACKR2	CCL27
ACKR2	CCL7
ACKR3	GRB2
ACKR3	UBC
ACKR4	CDK2
ACLY	UBC
ACLY	UBD
ACMSD	MAGEA11
ACO1	CCDC69
ACO1	CLTC
ACO1	FBXL5
ACO1	MYBPC1
ACO1	NEB
ACO1	PXN
ACO1	SGCG
ACO1	UBC
ACO2	ATXN1L
ACO2	UBC
ACO2	VCAM1
ACOT1	UBC
ACOT12	ACOT7
ACOT12	NAA10
ACOT12	PAX5
ACOT12	PAX6
ACOT12	REL
ACOT12	ZBTB8A
ACOT13	C19orf10
ACOT13	RBBP6
ACOT13	SPG21
ACOT13	UBC
ACOT13	WDYHV1
ACOT2	UBC
ACOT7	ATXN1
ACOT7	ATXN1L
ACOT7	BAG4
ACOT7	CAMK2B
ACOT7	CRYAB
ACOT7	DAZAP2
ACOT7	MAGEA3
ACOT7	MAGEA6
ACOT7	NCOA5
ACOT7	POT1
ACOT7	TERF1
ACOT7	THAP1
ACOT7	TINF2
ACOT7	UBC
ACOT7	UBQLN1
ACOT7	UBQLN2
ACOT7	UBXN1
ACOT8	PEX5
ACOT8	PRDM16
ACOT8	REL
ACOT8	UBC
ACOT9	UBC
ACOX1	UBC
ACOX2	DYNLT1
ACOX3	SMURF2
ACOX3	UBC
ACP1	FNBP1L
ACP1	MRPL20
ACP1	SFMBT1
ACP1	UBC
ACP1	VCAM1
ACP2	UBC
ACP5	EGR2
ACP5	MAPK9
ACP5	PDCD5
ACP5	PPP2CB
ACP5	RPA2
ACP5	SLC35F6
ACP5	SNRNP40
ACP5	SPP1
ACP5	TNFSF10
ACP5	ZBTB16
ACP6	GNG7
ACP6	SLC35F6
ACPP	ERBB2
ACSBG1	GSK3B
ACSF2	AGTRAP
ACSF2	ARL6IP1
ACSF2	CMTM5
ACSF2	CREB3
ACSF3	KRT40
ACSF3	PICK1
ACSF3	PPP1R13B
ACSF3	TRIM27
ACSF3	UBC
ACSL1	NR3C2
ACSL1	UBC
ACSL3	UBC
ACSL4	DSE
ACSL4	UBC
ACSL5	CREB3
ACSL5	UBC
ACSM1	CMTM5
ACSM1	MAGEA2
ACSM1	MAGEA2B
ACSM1	MTUS2
ACSM1	OSBPL3
ACSM2B	ESR2
ACSM2B	MAGEA11
ACSM5	EP300
ACSS1	MEOX2
ACSS1	VAC14
ACSS2	UBC
ACSS2	UPF1
ACTA1	CFL1
ACTA1	CNN1
ACTA1	CTTN
ACTA1	DMD
ACTA1	DNASE1
ACTA1	EGFR
ACTA1	EPS8
ACTA1	FGD4
ACTA1	FHOD1
ACTA1	GC
ACTA1	GSN
ACTA1	MACF1
ACTA1	MAP1A
ACTA1	OCLN
ACTA1	RNF167
ACTA1	TMSB4X
ACTA1	TPM3
ACTA1	TRIM63
ACTA1	TTN
ACTA1	UBC
ACTA1	VASP
ACTA1	VIL1
ACTA2	UBC
ACTB	ACTG1
ACTB	ACTN3
ACTB	AIMP2
ACTB	ANXA7
ACTB	ARPC1B
ACTB	ATF7IP
ACTB	BCL2L1
ACTB	CAP2
ACTB	CBL
ACTB	CCT2
ACTB	CDKN1A
ACTB	CFL1
ACTB	CFL2
ACTB	CSNK2B
ACTB	DSTN
ACTB	EHHADH
ACTB	ELAVL1
ACTB	EMD
ACTB	EP300
ACTB	ERG
ACTB	ESR1
ACTB	ESR2
ACTB	FABP4
ACTB	GAPDH
ACTB	GSN
ACTB	H2AFX
ACTB	HNRNPD
ACTB	HSPA8
ACTB	KAT5
ACTB	KHDRBS1
ACTB	MAP2
ACTB	NCF1
ACTB	NCOA6
ACTB	PFN1
ACTB	PLCG1
ACTB	POLR2A
ACTB	POT1
ACTB	PPP1CA
ACTB	PROSER2
ACTB	RCC1
ACTB	RPL10A
ACTB	RUVBL1
ACTB	RUVBL2
ACTB	S100A11
ACTB	SMAD9
ACTB	SMARCA4
ACTB	SMARCE1
ACTB	SMN1
ACTB	SMN2
ACTB	SPTBN2
ACTB	STAU1
ACTB	SUMO2
ACTB	SYNJ2BP
ACTB	TINF2
ACTB	TK1
ACTB	TMSB4XP1
ACTB	TMSB4XP4
ACTB	TTR
ACTB	UBC
ACTB	UBD
ACTB	VCAM1
ACTB	VHL
ACTB	WDYHV1
ACTB	YWHAZ
ACTBL2	SUMO2
ACTBL2	UBC
ACTC1	ASH2L
ACTC1	BCL11A
ACTC1	C1QTNF9
ACTC1	ESR1
ACTC1	GAPDH
ACTC1	GC
ACTC1	MPC1
ACTC1	SUMO1
ACTC1	SYNE2
ACTC1	UBC
ACTG1	APOE
ACTG1	ATF7IP
ACTG1	BCAP31
ACTG1	CAP1
ACTG1	CAP2
ACTG1	CCDC22
ACTG1	CDC37
ACTG1	CDKN2A
ACTG1	CFL1
ACTG1	CFL2
ACTG1	CTBP2
ACTG1	DISC1
ACTG1	DSTN
ACTG1	EHHADH
ACTG1	EIF6
ACTG1	GIT2
ACTG1	GSN
ACTG1	ITGB3BP
ACTG1	LRRK2
ACTG1	MAPK6
ACTG1	NCF1
ACTG1	PFN2
ACTG1	PPP1R9A
ACTG1	PRSS23
ACTG1	PSEN2
ACTG1	PTPRO
ACTG1	RPS6KA5
ACTG1	SH3GL2
ACTG1	ST3GAL3
ACTG1	TMSB4X
ACTG1	TNIK
ACTG1	UBC
ACTG1	VIL1
ACTG1	WDYHV1
ACTG1	YWHAZ
ACTG2	UBC
ACTL6A	ACTR5
ACTL6A	ACTR8
ACTL6A	ARHGDIA
ACTL6A	BRD8
ACTL6A	DMAP1
ACTL6A	EWSR1
ACTL6A	H2AFZ
ACTL6A	ING3
ACTL6A	INO80
ACTL6A	INO80B
ACTL6A	INO80C
ACTL6A	INO80D
ACTL6A	INO80E
ACTL6A	KAT5
ACTL6A	MCRS1
ACTL6A	MORF4L1
ACTL6A	MORF4L2
ACTL6A	MRGBP
ACTL6A	MYC
ACTL6A	NFRKB
ACTL6A	RUVBL1
ACTL6A	RUVBL2
ACTL6A	SMARCA2
ACTL6A	SMARCA4
ACTL6A	SMARCB1
ACTL6A	SMARCC1
ACTL6A	SMARCC2
ACTL6A	SMARCE1
ACTL6A	TFPT
ACTL6A	TRRAP
ACTL6A	UBC
ACTL6A	UCHL5
ACTL6A	YY1
ACTL6A	ZNHIT1
ACTL6B	ANXA7
ACTL6B	CDKN1A
ACTL6B	COQ9
ACTL6B	CSNK2B
ACTL6B	GSK3B
ACTL6B	PLK1
ACTL6B	SMN1
ACTL6B	SMN2
ACTL6B	TK1
ACTL6B	UBC
ACTL7A	TES
ACTL8	COL4A3BP
ACTN1	ACTN3
ACTN1	ACTN4
ACTN1	APC
ACTN1	ATXN2
ACTN1	ATXN7
ACTN1	C11orf57
ACTN1	C14orf119
ACTN1	CACNA1A
ACTN1	COIL
ACTN1	CTNNA1
ACTN1	DYNLT1
ACTN1	EIF2S1
ACTN1	EPM2AIP1
ACTN1	ESR2
ACTN1	FXN
ACTN1	GFI1B
ACTN1	GIT2
ACTN1	GTF2H1
ACTN1	KAT2B
ACTN1	KCTD6
ACTN1	KPNA2
ACTN1	LNX1
ACTN1	MAGEA11
ACTN1	MED14
ACTN1	MICALL2
ACTN1	MYOT
ACTN1	MYOZ1
ACTN1	MYOZ2
ACTN1	NCOA1
ACTN1	NR1H3
ACTN1	NUMBL
ACTN1	OAS1
ACTN1	PDHX
ACTN1	PDLIM1
